,Job,Company,Location,Salary,Date,Education,Experience,Type,Scope,Detail,Url
223,爬虫开发工程师,上海百事通信息技术股份有限公司,上海-徐汇区,1.5-2万/月,3月15日,本科,在校生/应届生,民营公司,500-1000人,1.定向数据采集和爬取。2.设计爬虫策略和防屏蔽规则，提升数据抓取的效率和质量。3.爬虫系统的开发与维护。任职要求1做事认真负责，能积极主动完成领导交给得任务，有3-5年爬虫实战项目经验。2喜欢阅读优秀开源项目源码，热衷于解决各类技术问题。3精通Python，精通网页抓取原理和整合技术，熟悉正则表达式。熟练使用Requests、Scrapy进行爬虫开发。4熟练掌握Linux平台开发，能独立安装、配置、搭建开发环境。5熟悉常用数据库，包括MySQL、Redis、MongoDB等。6可以应对IP封禁、参数加密、验证码、字体反爬、人机检测、账号封禁等反爬措施。7有APP逆向经验，具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先,https://jobs.51job.com/shanghai-xhq/129827419.html?s=02
224,2021届春季校招-爬虫工程师(J10370),追创科技（苏州）有限公司,苏州,1-1.5万/月,3月1日,本科,在校生/应届生,民营公司,1000-5000人,"工作职责:1、参与设计公司分布式爬虫系统，保证系统的安全性、高性能与稳定性2、网页和APP上获取的信息的获取、解析、清洗、入库和监控3、通用的爬虫系统开发：定向爬取功能，数据图标展示功能3、不断优化爬虫，做好反反爬虫策略4、保证数据的完整性和准确性，后期与大数据对接任职资格:1、计算机、软件相关专业，本科及以上学历；2、熟练掌握python与scrapy框架，puppeteer技术3、熟悉各种爬虫技术或工具：selenium,appium,bs4等4、熟悉js与html，正则5、有丰富的反爬经验：掌握token、代理ip、js渲染、图形验证码处理、指纹识别等技术6、良好的工作习惯、自驱动力强",https://jobs.51job.com/suzhou/128527898.html?s=02
225,数据分析师（会python爬虫）,深圳神目信息技术有限公司,深圳-龙华区,5-7千/月,4月26日,本科,在校生/应届生,外资（非欧美）,50-150人,1. 使用工具从网上下载图片数据2. 使用标定工具对图像数据进行分类标注；3. 学习标注规则，并描写标注文档；4. 用现成的算法，验证标注的数据是否合理；5. 与研究员沟通，根据反馈改进标注结果质量及标注进度；6. 判断标签是否合适，如果无法算法收敛，需要更新标注文档和数据。 任职资格：1. 本科及以上学历；2. 对图像数据敏感，具有一定的观察、分析和判断能力；3. 认真严谨细心，有责任心；具有一定的学习能力、理解能力；沟通与表达能力正常；4. 熟悉基本的C++或Python等编程；5. 有从事过图片分类标注、或者有深度学习相关经验者优先。,https://jobs.51job.com/shenzhen-lhq/130253125.html?s=02
226,java爬虫工程师（双休+14薪）,成都优格瑞得科技有限公司,深圳-南山区,4-8千/月,4月26日,大专,无需经验,民营公司,500-1000人,岗位职责：1.参与爬虫系统的开发和维护2.负责爬虫系统不同模块的开发3.负责网页信息和APP数据抽取、清洗、消重等工作岗位要求：1.熟悉HTML、CSS、Javascript等页面技术2.熟悉Java网络爬虫框架（electron、jsoup、Selenium、HttpClient、HtmlUnit）中一种3.熟悉正则表达式、xpath、css选择器等页面提取方式，能够从结构化的和非结构化的数据中提取信息,https://jobs.51job.com/shenzhen-nsq/126209114.html?s=02
227,爬虫开发工程师,上海襄岳信息技术有限公司,上海-杨浦区,1.5-2千/月,4月13日,大专,2年,民营公司,150-500人,岗位职责:1、建设完善分布式爬虫系统;2、建立通用的爬虫框架，能够快速适应新的爬虫需求;3、快速完成对目标资源的数据抓取、处理。任职资格:1、计算机相关专业，大专及以上学历，2年以上爬虫相关工作经验;2、对爬虫编程有强烈爱好，熟练精通掌握至少1种语言java、python，在需要的情况下能快速上手新语言切换;3、深入理解tpc/ip、http、以及web登录认证的机制，有成功破解复杂验证码的经验;4、有通用分布式爬虫系统架构和开发经验，能快速部署新的爬虫应用;5、已有2年以上网络爬虫或搜索引擎工作经验，参与过大规模数据爬虫优先考虑;,https://jobs.51job.com/shanghai-ypq/129827738.html?s=02
228,高级爬虫工程师,名创优品（广州）有限责任公司,异地招聘,1.5-2万/月,4月26日,本科,3-4年,民营公司,10000人以上,"工作职责:工作职责:1、负责各类电商平台和App端数据抓取和平台搭建；2、负责对爬取数据进行分类/解析/清洗.设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；3、负责开发高性能抓取架构，支持业务发展；4、负责爬虫技术攻关和平台运维相关工作；任职资格:任职资格:1.计算机相关专业，有3年以上的爬虫开发经验；2.熟悉Linux系统，熟练掌握Python，Java，Go等语言；3.精通网页抓取原理及技术，精通正则表达式，Xpath，CSS选择器，能够从结构化和非结构化的数据中获取信息；4, .有大型分布式爬虫架构经验者优先；5. 有大数据整体建设经验者，包含外部数据采集/对接，数仓建设，实时处理经验者优先6. .对数据敏感，具备良好的逻辑思维能力以及优秀的问题解决能力者优先;7.舆情系统、数据分析等方面有工作经验者8. 对大数据处理有相关经验，熟练使用Spark SQL，Hive SQL或其他数据清洗工具，有数据领域建模有经验者优先",https://jobs.51job.com/guangzhou/126929656.html?s=02
229,爬虫开发工程师,重庆晓道信息科技有限公司,重庆-渝中区,1-1.5万/月,4月26日,本科,3-4年,外资（欧美）,500-1000人,【工作职责】1.参与分布式爬虫系统的架构设计与开发；2.实现数据提取、清洗、结构化、入库、统计分析等需求；3.研究优化算法，提升爬虫系统的稳定性、可扩展性；4.设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；5.能独立解决实际开发过程碰到的各类问题。【任职资格】1.本科及以上学历，计算机、软件、通信、电子、等相关专业，3年以上工作经验；2.至少熟练掌握Python/Java/Golang其中一种语言，具有良好的编码风格及编码能力；3.有扎实的计算机基础、熟悉常用数据结构和算法，深入了解Http协议和web登录认证机制；4.熟悉高并发、高性能的分布式系统的设计及应用，熟悉常用数据存储，各种数据处理技术优先；5.有丰富的爬虫和反爬虫经验者优先。,https://jobs.51job.com/chongqing-yzq/131059841.html?s=02
230,Python爬虫开发工程师,珠海钧誉资产管理有限公司,广州-天河区,0.8-1.2万/月,4月22日,大专,1年,民营公司,少于50人,"岗位职责：1.负责数据的抓取、解析、清洗、入库、优化；2.构建和开发在海量数据下多维分析的数据分析平台3.设计爬虫策略和防屏蔽规则，解决封账号、封IP、验证码等难点；4.完成公司需求的api;5.完成上级交办的其他工作任务；任职要求：1.计算机、软件工程、自动化等相关专业毕业；2.熟悉Python语言，Python开发经验1年以上，至少熟悉一种框架，如Flask、Django等；熟悉使用selenium,熟练使用 requests、urllib模块；3.熟悉前端的基本调试工具，并熟练掌握HTML5、CSS3、jQuery、 Nodejs、Ajax等Web前端技术；4.熟悉前端开发的开源工具包Bootstrap，有响应式页面开发经验者优先；5.熟悉MariaDB（MySQL）、Oracle或其他任何一种关系型数据库管理系统（RDBMS）；6.精通网页抓取原理及技术、深度抓取、动态网页技术抓取、浏览器模拟抓取技术，从结构化的和非结构化的数据中获取信息；7.具有良好的代码习惯，结构清晰，命名规范，逻辑性强。",https://jobs.51job.com/guangzhou-thq/127738137.html?s=02
231,python实习生,重庆大司空信息科技有限公司,重庆-渝北区,2-3千/月,4月26日,大专,在校生/应届生,民营公司,50-150人,1、在指导下对指定网站开发爬虫系统。2、负责研究网页、APP的接口规律。任职资格：1、计算机科学、相关理工科专业专科或以上学历；,https://jobs.51job.com/chongqing-ybq/126894719.html?s=02
232,应届生爬虫工程师,上海与腾科技有限公司,上海-闵行区,3-3.5千/月,3月16日,本科,在校生/应届生,民营公司,150-500人,岗位职责：1.参与分布式爬虫和数据采集系统的架构设计和开发；2.参与网络数据抓取规划、定期爬取指定网站的数据；3.参与设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4.负责日志与技术文档维护；5.数据库维护；任职要求：1.一本本科以上学历，有数据采集经验优先；2.对python有了解，有爬虫框架、工具及JS破解经验优先；3.了解MongoDB、Redis、Mysql等主流数据库，掌握MQ，了解HBase、KAFKA等；4.了解HTTP协议，了解正则表达式、XPath等；5.能独立解决实际开发过程碰到的各类问题。,https://jobs.51job.com/shanghai-mhq/127984926.html?s=02
233,爬虫开发工程师,梅花网,上海,1-1.5万/月,4月26日,大专,2年,民营公司,50-150人,岗位职责：1、参与公司分布式爬虫系统架构的开发维护；2、负责网页/App端信息抽取、数据清洗、入库、服务化等研发和优化工作；3、参与研究优化爬虫算法，提升爬虫系统的稳定性、可扩展性；4、对于APP的反编译、逆向分析、脱壳、加密参数破解、抓取攻防有浓厚兴趣。任职要求：1、计算机相关专业专科及以上学历，2年以上爬虫经验；2、掌握至少一种开发语言Java/Python，熟练使用scrapy框架；3、熟悉TCP/IP，HTTP及相关网络协议；4、对分布式、多线程、缓存、消息队列等常用互联网技术有一定了解或应用；优先条件：1、熟悉APP安全及逆向、JavaScript逆向、图像识别技术、WebKit或其他浏览器引擎、有相关经验者优先考虑2、有大厂app采集经验者优先，如主流社交\短视频\点评\电商类平台等,https://jobs.51job.com/shanghai/130585991.html?s=02
234,爬虫工程师,信必优(深圳)信息技术有限公司,深圳-南山区,1.6-2.1万/月,4月26日,大专,3-4年,外资（欧美）,1000-5000人,"1.本科或以上，计算机软件或相关专业毕业；(若无本科，可适当放宽大专学信网可查)2.扎实的编程能力，熟悉算法和数据结构，熟悉计算机的基础理论；3.有强烈上进心，自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越；4.工作细致、责任心强，具备较强的学习能力及理解能力，有良好的沟通能力和团队协作能力；5.理解http，熟悉html,DOM,xpath,scrapy优先；6.有爬虫、信息抽取、文本分类相关经验者优先。",https://jobs.51job.com/shenzhen-nsq/131314740.html?s=02
235,爬虫开发工程师,信必优(深圳)信息技术有限公司,深圳-南山区,1.5-2.2万/月,4月26日,本科,3-4年,外资（欧美）,1000-5000人,"1. 本科或以上，计算机软件或相关专业毕业；2. 扎实的编程能力，熟悉算法和数据结构，熟悉计算机的基础理论；3.有强烈上进心，自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越；4.工作细致、责任心强，具备较强的学习能力及理解能力，有良好的沟通能力和团队协作能力；5.理解http，熟悉html,DOM,xpath,scrapy优先；6.有爬虫、信息抽取、文本分类相关经验者优先。7.有Python优先，Java更佳8.一定要有爬虫经验",https://jobs.51job.com/shenzhen-nsq/131308490.html?s=02
236,数据爬虫工程师,网易集团,广州-天河区,1.5-2万/月,3月9日,本科,3-4年,上市公司,10000人以上,"【工作内容】-负责指定的网站进行页面抓取、数据清理提取；-参与已有爬虫系统中作业的检验，设计和优化爬虫策略，充分利用已有服务器和宽带资源进行优化；-针对APP数据进行抓包分析，爬取APP数据并整合存储；-对大规模数据进行处理和简单分析。【职位要求】-本科及以上学历，计算机相关专业；-掌握Python、Java等编程语言，了解多线程、多进程、网络通信等编程相关知识；-掌握网页抓取原理，了解TCP/HTTP协议、Html/Js/Css、Ajax等技术，熟悉一般的网站登陆原理；-具有实际爬虫开发工作经验，熟悉常见爬虫框架和工具，比如pyspider,scrapy和Selenium等；-了解爬虫框架原理、有过APP抓包分析经验者优先；-具有Hadoop、数据挖掘、自然语言处理等相关经验者优先；-能够快速学习和掌握新技术，优秀的分析、解决问题能力，具备团队合作精神。",https://jobs.51job.com/guangzhou-thq/124744061.html?s=02
237,高级爬虫工程师(J13354),北京北大方正电子有限公司,北京-海淀区,1.5-2.3万/月,4月15日,本科,2年,国企,1000-5000人,工作职责:1、负责分布式数据采集产品的设计与研发2、负责分布式数据采集基础设施软件系统的设计与研发，为大规模数据抓取提供稳定易用网络链路、基础组件等3、设计策略和算法，提升数据采集时效性和数据清洗的质量，解决信息大规模多样化数据精准抽取的核心技术难题4、分析和改进已有的数据采集系统任职资格:1、计算机相关专业本科及以上学历，二年及以上开发经验2、至少掌握C++/Java/Python中一种语言，C++语言更佳3、对算法设计和数据结构有较强的理解，精通HTTP/TCP等协议；4、熟悉常用的反爬对抗策略，有安卓/IOS端APP采集、APP逆向能力者优先5、有大规模分布式系统建设经验者优先6、强烈的责任心和良好的团队合作精神，较好的沟通能力，善于学习新知识，能承担较大的工作压力,https://jobs.51job.com/beijing-hdq/125247961.html?s=02
238,逆向工程师,广州数说故事信息科技有限公司,广州-天河区,1.8-2.8万/月,4月26日,本科,2年,民营公司,150-500人,岗位职责：1、负责移动应用的逆向分析与开发，完成高质量编码和测试工作；2、负责APP风控研究及应对策略的设计与测试；3、负责项目重点、难点模块的技术攻关；4、参与终端项目的架构与优化；任职要求：1、熟练掌握x86/x64/arm架构的反汇编技术，能够快速的对APP进行逆向分析2、熟悉Android、Web的逆向，能够对前沿技术进行快速验证和复现3、熟练掌握frida、lldb、gdb等任意调试框架的使用，有能力进行必要的动态分析4、两年以上逆向工作经验，有Android应用开发经验/iOS逆向经验/团队管理经验者优先5、了解主流的加解密算法的基本原理与实现6、熟悉Java、Python、c等任一开发语言，能够进行必要的工具编写7、实时跟进业界最新逆向技术，研究，提炼策略，并很好运用,https://jobs.51job.com/guangzhou-thq/131072032.html?s=02
239,Python爬虫工程师,北京国研网信息有限公司,成都-武侯区,1-1.5万/月,4月26日,本科,3-4年,国企,150-500人,"岗位描述：1.负责分析新的数据需求, 完成数据处理的设计(文档)和实现；2.负责数据的采集、清洗、整理、合并等工作；3.负责数据处理程序框架的设计和优化, 数据库存储的性能优化；4.部署和运维开发的代码程序，保证程序长期稳定运行；5.监控线上的代码程序，并及时修复存在的bug问题；任职要求：1. 熟练掌握urllib3、 requests, Scrapy等框架;2. 熟练掌握Xpath、 css, re等数据提取手段;3. 熟悉Mysql/MongoDB/Redis/ClickHouse等常用数据库;4. app加解密和数据传输分析、拆解、逆向等工作;5. 熟练使用各种hook框架， 熟悉Xposed插件的编写;6. 了解apktool、jd-gui、dex2jar、jeb、IDA等你想工具的使用.7. 熟悉Linux系统和常用操作命令以及Git,SVN版本控制工具。8. 热爱技术研发，快速的学习能力，注重代码质量,有良好的软件工程知识和编码规范意识；9. 良好的沟通能力，思路清晰，善于思考，能独立分析和解决问题；10. 强烈的责任心和团队合作精神，心态积极，能主动融入团队；",https://jobs.51job.com/chengdu-whq/123673920.html?s=02
240,1.高级爬虫工程师,中科院软件研究所南京软件技术研究院,南京,1.5-3万/月,4月26日,硕士,1年,事业单位,50-150人,岗位职责：1.针对复杂的网站架构主动获取相关数据信息，负责网络爬虫系统平台优化（如抓取调度，多样化抓取，页面解析和结构化抽取），技术选型；2.负责爬虫算法/反爬策略/代理IP优化研究及落地实施，对爬取实时性、成功率负责；3.对抓取后的数据进行清洗、存储等，并持续优化平台，以便满足各种爬取业务需求；4.负责爬虫自动化平台的开发和持续优化。岗位要求：1.JAVA或Python基础扎实，有相关开发或者实习经验，熟悉IO、多线程、MQ、数据结构与设计模式等2.熟练Linux操作，熟练掌握HTTP协议，了解大型爬虫框架等；3.熟悉MySQL等关系型数据库，有NoSQL，Redis等工作经验者优先；4.对计算机体系结构、分布式系统、协程和网络编程有深入了解；5.一年及以上爬虫经验，熟悉常用的爬虫技术及架构，具有一定的反爬分析对抗能力,https://jobs.51job.com/nanjing/129682211.html?s=02
241,高级爬虫工程师,深圳格隆汇信息科技有限公司,深圳-南山区,1.5-2万/月,4月26日,本科,1年,创业公司,150-500人,岗位职责：1.参与爬虫系统的设计与开发，改进和提升爬虫效率；2.对爬虫工作状态进行监控和统计，保证数据完整性；3.维护数据仓库，负责数据抽取、清洗、去重等工作。岗位要求：1.一年以上爬虫工作经验，计算机相关专业统招本科或以上学历毕业；2.熟练掌握Python语言，熟悉PEP8编程规范；3.熟练掌握Selenium、Scrapy、XPath等组件；4.能够分析反爬策略，熟悉验证码识别、App加固等常见问题；5.具备良好的团队合作精神、优秀的分析和解决问题的能力。,https://jobs.51job.com/shenzhen-nsq/120970312.html?s=02
242,爬虫开发系统工程师（双休+五险一金）,广州铂锐盛途科技有限公司,广州-天河区,1.3-1.9万/月,4月26日,大专,3-4年,民营公司,少于50人,岗位职责：1、负责搭建以及维护爬虫系统的设计和核心模块的实现2、负责爬虫技术难点的攻克3、项目管理和人员指导工作任职要求：1、熟悉Python开发语言，3年及以上爬虫开发经验2、熟悉Redis、Mysql、MongoDB等常用的数据库；3、具有爬虫分布式系统设计和开发经验，有大规模和实时爬虫的经历；4、精通爬取的各类实现方式和技术细节，包含网络协议分析、JS逆向、APP逆向等；5、能对目前主流APP数据进行抓取，有抖音，头条，小红书爬虫经验者优先6、善于沟通，要有团队合作精神，能承受一定强度的工作压力。7、熟悉软件工程，具有项目管理经验，有带过团队经验的优先。,https://jobs.51job.com/guangzhou-thq/130653639.html?s=02
243,爬虫开发工程师,郑州软通合力计算机技术有限公司,郑州,0.7-1万/月,4月26日,大专,3-4年,民营公司,150-500人,岗位职责：1、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析。2、解决各类技术疑难问题，包括网络问题、app分析、反编译等；3、负责设计和开发分布式的网络爬虫，以及策略持续优化；4、分析结构化和非结构化数据，并对数据抓取、信息提取、去重、清洗；5、精通正则表达式、搜索策略、算法、数据聚类、重组技术。任职资格： 1、2年以上JAVA或phython开发经验，熟悉Linux系统，熟悉多线程、多进程、网络通信编程相关知识；2、熟悉网页抓取原理及技术，能够总结分析不同网站，网页的结构特点及规律；3、熟悉HTML、JS、正则表达式、Jsoup或jQuery等，从结构化和非结构化数据中解析数据；4、熟悉Mysql、Redis、Nosql等数据库；5、熟悉Webmagic框架、PhantomJS或Headless Chrome、Selenium 、WebDriver等技术；6、有验证码破解，反爬，分布式爬虫架构，数据挖掘，搭建数据仓库经验者优先；熟悉Python优先；,https://jobs.51job.com/zhengzhou/123139868.html?s=02
244,python工程师（爬虫）,安徽汉风环境科技有限公司,合肥-滨湖新区,0.6-1.2万/月,4月26日,,1年,民营公司,少于50人,"一、岗位职责：1.负责优化已有爬取任务，提高任务的时效性于准确性，增加爬虫资源的利用率；2.攻坚各种合规公开的数据爬取；3.负责对爬取数据进行一定的清洗入库。二、岗位要求：1、本科及以上，计算机、软件工程等相关专业；2、熟练使用Python，熟悉 Redis, MySQL, Gevent, Scrapy, Pandas, HTTP协议；3、可以熟练地用pandas对数据进行清洗，对多网站爬虫有自己的想法4、结果导向，做事有条理，自我驱动，具有强烈的好奇心、责任心。5、***懂gui界面，对爬虫进行封装",https://jobs.51job.com/hefei-bhxq/130655042.html?s=02
245,爬虫工程师/数据采集工程师（北京研发中心）,南京拾柴信息科技有限公司,北京,0.6-1.8万/月,4月26日,大专,1年,民营公司,50-150人,岗位职责：1.负责编写网络爬虫;2.负责信息抽取、数据清洗等研发和优化工作;3.对数据进行深度挖掘和分析处理;4.系统日常运营维护和资源调度优化;5.技术难题攻关，解决实际开发过程碰到的各类问题。任职要求：1.熟练使用至少一种开发语言，如Python、Java;2.熟悉进程、现成、协程和网络编程;3.熟悉TCP/UDP、HTTP/HTTPS协议;4.熟练使用linux系统;5.熟练使用常见爬虫框架(如xpath/scrapy等);6.熟练使用mysql、mongodb、redis、pgsql等数据库;7.掌握基本数据结构和算法，能灵活使用编程技巧和设计模式等相关知识;8.有责任心，积极主动的学习和工作态度，思维灵活开放，有良好的沟通能力，善于跨团队合作;9.有分布式爬虫系统设计、工程化和运维经验者优先。,https://jobs.51job.com/beijing/129794434.html?s=02
246,中级软件工程师(Python),重庆维普资讯有限公司,重庆-渝北区,0.9-1.2万/月,4月26日,本科,3-4年,民营公司,150-500人,1、负责当前定向爬虫工具的维护和更新；2、参与分布式爬虫的设计和研发；3、参与公司python公共库的开发与维护；4、参与采集数据的预处理及ETL工作。任岗要求：1、计算机或数学与应用数学相关专业，本科及以上学历；2、精通Python，熟悉TCP/UDP/HTTP等基础网络协议，具备2年以上的python爬虫经验，熟悉了解http2/3和grpc-web优先；3、熟悉关系型数据库（SQLServer、MySQL或PostgreSQL）和非关系型数据库（MongoDB、HBase），熟练各种基本SQL语句和NoSQL的操作，有OLAP或者OLTP或者HATP经验者优先；4、熟悉flask，fastapi等基于python的web框架；5、熟悉MapReduce和Spark，并使用其进行数据清洗及ETL工作；8、熟悉Linux系统，具备Linux系统编程经验优先；9、责任心强、学习能力强，能承受一定工作压力，具有良好的沟通能力和团队合作精神；10、信奉Python哲学。,https://jobs.51job.com/chongqing-ybq/98391935.html?s=02
247,爬虫 python（上海）,上海悦高软件股份有限公司,上海-黄浦区,6-8千/月,4月26日,本科,2年,上市公司,150-500人,1、负责设计和开发分布式的网络爬虫应用，包括调度、抓取、入库等内容，进行互联网相关信息的抓取和分析；2、网络爬虫架构设计、功能开发及优化；3、网页信息抽取等核心算法的研究和优化。负责公司运营平台开发工作。4、负责解决项目相关的开发需求以及Bug修正，相关的问题的沟通协调工作。 任职要求：1、统招研究生或本科，计算机或相关专业；2、两年以上爬虫开发经验；3、熟悉爬虫原理，掌握常见的反爬虫技术，精通Scrapy框架，熟练使用Splash；4、精通WebDriver，掌握http协议，熟悉html、dom、xpath等常见的数据抽取技术； 5、熟练使用MySQL、MongoDB，SQLServer，熟悉Hadoop、HBase、Elastic Search等技术；6、扎实的算法和数据结构能力，有大规模代理服务器管理经验和模板失效应对的经验优先。,https://jobs.51job.com/shanghai-hpq/123591123.html?s=02
248,python爬虫工程师,广州三毛信息科技有限公司,广州-越秀区,0.8-1.3万/月,4月26日,本科,2年,民营公司,少于50人,岗位职责：1、负责现有数据采集系统的维护和性能优化；2、优化爬虫策略，提高获取数据的质量；3、研究防屏蔽原理，提升系统的稳定性；4、理解业务需求，满足业务功能开发。岗位要求：1、正规院校本科及以上学历，软件、计算机、通信、信息安全、网络工程等相关专业，2年及以上Python开发经验；2、熟悉自动化测试框架，发selenium，appnium，uiautomator等；3、熟悉爬虫及反爬原理，熟悉至少一项爬虫框架或工具（如Scrapy、Pyspider、nutch）；4、熟练掌握Python、Java、HTML5、JavaScript等开发语言；5、熟悉HTTP协议，熟悉正则表达式、XPath、CSS选择器等，了解常用验证码识别技术；6、熟悉Redis、Mysql，掌握MQ；7、擅长Web安全，了解常见的Web安全漏洞及原理；8、能独立开发，具有良好的分析问题和解决问题的能力，在关注的领域有深入的研究，并不断创新，对新技术有强烈的求知欲望，乐于钻研，善于分享。,https://jobs.51job.com/guangzhou-yxq/128383655.html?s=02
249,Python高级开发工程师,上海瀛太信息科技有限公司,上海,1-1.8万/月,4月26日,大专,2年,民营公司,少于50人,岗位职责： 1、对数据爬虫，数据获取与分析有比较深入的了解； 2、熟悉python web开发，了解python常见开发框架，数据常用技术栈； 3、具有服务端开发经验，熟悉数据结构、设计模式、http协议、web开发技术； 4、熟悉至少一种类型的数据库，了解mongodb，redis，mysql，elasticsearch搜索引擎； 5、理解restful风格接口规范，对前端知识有一定了解； 任职要求： 1、2年以上反网络违法犯罪数据爬虫、分析的相关工作经验，具备相关领域的实战项目经验。 2、熟悉反网络违法犯罪相关的业务逻辑，具备较强的数据分析思路及能力。3、工作认真，责任心强，具有良好的沟通和团队协作能力。,https://jobs.51job.com/shanghai/123607456.html?s=02
250,python爬虫开发工程师,广州启元信息技术有限责任公司,异地招聘,0.9-1.1万/月,4月25日,本科,1年,民营公司,少于50人,"1、根据业务要求负责抓取互联网各种形式数据,如网页，pdf ,word 等，并对内容进行提取2、负责公司级别分布式爬虫系统的开发、维护、优化；负责信息抽取、数据清洗的研发和优化3、能独立解决实际开发过程碰到的各类问题。4、负责爬虫系统的升级和维护7、编写大规模分布式网络爬虫（多线程、分布式调度、协议处理）8、与技术团队进行沟通，负责爬虫数据与业务系统的整合对接。任职要求：1、全日制大学本科及以上学历，计算机相关专业；2、掌握Scrapy、Pyspider等开源框架，精通Python语言，熟悉网络编程；3、熟悉app爬虫(appium+mitmdump/fiddler)；4、熟练运用正则表达式和xpath表达式；5、熟悉反爬虫策略：headers伪造，ip代理池、cookie池、简单验证码破解、selenium、splash；6、熟悉html、javaScript、json数据格式，掌握正则表达式；7、踏实肯干，有责任心和团队协作精神。",https://jobs.51job.com/guangzhou-hpq/130004409.html?s=02
251,python爬虫开发工程师,广州启元信息技术有限责任公司,广州-黄埔区,0.9-1.1万/月,4月25日,本科,1年,民营公司,少于50人,"1、根据业务要求负责抓取互联网各种形式数据,如网页，pdf ,word 等，并对内容进行提取2、负责公司级别分布式爬虫系统的开发、维护、优化；负责信息抽取、数据清洗的研发和优化3、能独立解决实际开发过程碰到的各类问题。4、负责爬虫系统的升级和维护7、编写大规模分布式网络爬虫（多线程、分布式调度、协议处理）8、与技术团队进行沟通，负责爬虫数据与业务系统的整合对接。任职要求：1、全日制大学本科及以上学历，计算机相关专业；2、掌握Scrapy、Pyspider等开源框架，精通Python语言，熟悉网络编程；3、熟悉app爬虫(appium+mitmdump/fiddler)；4、熟练运用正则表达式和xpath表达式；5、熟悉反爬虫策略：headers伪造，ip代理池、cookie池、简单验证码破解、selenium、splash；6、熟悉html、javaScript、json数据格式，掌握正则表达式；7、踏实肯干，有责任心和团队协作精神。",https://jobs.51job.com/guangzhou-hpq/130004408.html?s=02
252,中高级爬虫开发工程师,信必优(深圳)信息技术有限公司,深圳-南山区,1.5-2万/月,4月23日,大专,3-4年,外资（欧美）,1000-5000人,"JD：(中级3~5年，高级5年以上) 岗位职责： . 负责抓取网站数据，分析链接，转码等； 2. 负责维护抓取程序的监控和报警，并且快速修复问题； 3. 负责和业务沟通抓取需求，满足业务的发展需求。 4. 负责和业务的服务器端开发配合，设计比较灵活的爬取架构，满足业务的爬取需求； 任职资格: 1. 本科或以上，计算机软件或相关专业毕业；(若无本科，可适当放宽大专学信网可查) 2. 扎实的编程能力，熟悉算法和数据结构，熟悉计算机的基础理论； 3. 有强烈上进心，自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越； 4. 工作细致、责任心强，具备较强的学习能力及理解能力，有良好的沟通能力和团队协作能力； 5. 理解http，熟悉html, DOM, xpath, scrapy优先； 6. 有爬虫、信息抽取、文本分类相关经验者优先",https://jobs.51job.com/shenzhen-nsq/131159493.html?s=02
253,爬虫开发工程师,信必优(深圳)信息技术有限公司,深圳-南山区,1.5-2万/月,4月23日,大专,2年,外资（欧美）,1000-5000人,"岗位职责：1.负责抓取网站数据，分析链接，转码等；2.负责维护抓取程序的监控和报警，并且快速修复问题；3.负责和业务沟通抓取需求，满足业务的发展需求。4.负责和业务的服务器端开发配合，设计比较灵活的爬取架构，满足业务的爬取需求；任职资格:1.大专或以上，计算机软件或相关专业毕业2.扎实的编程能力，熟悉算法和数据结构，熟悉计算机的基础理论；3.有强烈上进心，自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越；4.工作细致、责任心强，具备较强的学习能力及理解能力，有良好的沟通能力和团队协作能力；5.理解http，熟悉html,DOM,xpath,scrapy优先；6.有爬虫、信息抽取、文本分类相关经验者优先。",https://jobs.51job.com/shenzhen-nsq/131155881.html?s=02
254,python爬虫工程师,浙江国技互联信息技术有限公司,异地招聘,0.6-1万/月,4月23日,大专,2年,民营公司,1000-5000人,岗位职责：1、负责数据抓取平台规划和建设，完成数据采集与爬取、解析处理和入库；2、研究各种网页探寻特点和规律，负责网页信息抽取、数据清洗工作；3、负责领域知识的定向爬取、深度提取和挖掘；4、配合数据清洗、整理、去重和合并工作；5、负责爬虫相关技术的创新和优化。任职要求：1、熟练掌握python语言，有使用python写过爬虫经验者更佳；2、了解scrapy或其他爬虫框架，熟悉网页抓取原理；3、熟悉正则表达式、xpath（或BeautifulSoup4），能够从结构化和非结构化的数据中获取信息；4、熟悉Linux，熟悉至少一种主流数据库，如Mysql、MongoDB、redis等；5、良好的沟通和团队合作能力，主动的学习意愿和良好的学习习惯，认真负责的工作态度。,https://jobs.51job.com/wenzhou/129604080.html?s=02
